,m2858,m260,m1196,m1210,m480,m2028,m589,m2571,m1270,m593,m1580,m1198,m608,m2762,m110,m2396,m1197,m527,m1617,m1265,m1097,m2628,m2997,m318,m858,m356,m2716,m296,m1240,m1,m1214,m2916,m457,m3578,m1200,m541,m2987,m1259,m50,m34,m2791,m780,m3175,m1193,m919,m924,m1127,m2355,m1387,m1221,m912,m1036,m1213,m1610,m377,m1291,m2000,m1136,m3114,m1307,m1704,m1721,m1968,m648,m2599,m32,m3793,m2174,m2797,m2918,m2291,m2959,m3471,m590,m1374,m1394,m2683,m592,m1784,m1573,m1304,m3418,m223,m380,m2706,m1225,m1584,m1527,m3481,m1923,m750,m2699,m39,m21,m1393,m2804,m588,m2406,m1220,m733
u5634,,5.0,5.0,5.0,4.0,,4.0,5.0,5.0,,5.0,,,5.0,,,5.0,1.0,,5.0,5.0,5.0,,5.0,,5.0,5.0,,4.0,5.0,,4.0,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,4.0,,4.0,,,,,,,,5.0,,5.0,5.0,,,5.0,4.0,,,,4.0,5.0,5.0,,5.0,,,,5.0,5.0,,5.0,,,,,,5.0,,5.0,5.0,,5.0,,3.0,,,5.0,5.0,,3.0,5.0,4.0
u5635,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,4.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,
u5636,3.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,5.0,,,5.0,5.0,,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,,4.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0
u5637,,,,,3.0,,,4.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,4.0,,,,,2.0,,,5.0,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
u5638,,,,5.0,,4.0,,,,,,,1.0,,4.0,,,5.0,,,,,,5.0,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,3.0,,,,,,,,4.0,,4.0,,,,,,,,,5.0,4.0,5.0,,,,,4.0,,,4.0,,,,,3.0,,,,,,,3.0,5.0,,,,,
u5639,5.0,,,,,,,,,4.0,,,5.0,4.0,,,,5.0,,,,3.0,5.0,,,,,5.0,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,3.0,,,
u564,,,5.0,5.0,,5.0,,,,5.0,,,,3.0,,,,5.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,
u5640,5.0,5.0,,,,,,,,4.0,,,,5.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5641,,,,,2.0,,,,,3.0,2.0,,,4.0,,5.0,,5.0,,,,,,,,3.0,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,4.0,,,,4.0,,5.0,4.0,,,,,,,,,2.0,,,,,,3.0,,4.0,,,2.0,,,3.0,,3.0,,,4.0,,,,,5.0,,4.0,,,
u5642,,4.0,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
u5643,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,,4.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0
u5644,,,,,4.0,3.0,,5.0,,,4.0,,,3.0,5.0,5.0,,5.0,,,,,,,,5.0,,,,4.0,,,,,,,,,,3.0,,5.0,,,,,,4.0,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,
u5645,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,4.0,,5.0,5.0,3.0,4.0,5.0,4.0,,5.0,,5.0,5.0,,,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,,5.0,,,4.0,5.0,,,5.0,3.0,5.0,,,5.0,5.0,,4.0,,,5.0,,,5.0,5.0,,5.0,,4.0,4.0,2.0,,4.0,2.0,4.0,,
u5646,5.0,5.0,5.0,5.0,,,,,,,,5.0,,,,,4.0,5.0,,,5.0,,,,5.0,,5.0,,4.0,,5.0,,,,5.0,4.0,4.0,,,,5.0,,,,,5.0,4.0,4.0,5.0,5.0,,3.0,,,,5.0,,4.0,5.0,,,,,,5.0,,,3.0,4.0,5.0,,,3.0,,,,1.0,3.0,,,4.0,,,,3.0,,,,,,5.0,3.0,,,,,,,,
u5647,5.0,5.0,5.0,5.0,4.0,3.0,,4.0,,4.0,,5.0,5.0,,4.0,3.0,,,,4.0,3.0,3.0,,5.0,5.0,4.0,3.0,4.0,,,,,4.0,,,,,,5.0,,,,1.0,5.0,,,,,4.0,5.0,4.0,,4.0,,,5.0,4.0,4.0,,3.0,4.0,,5.0,,5.0,,,,2.0,,,,4.0,2.0,,,5.0,2.0,,,4.0,,,,4.0,3.0,,,,2.0,2.0,,3.0,,,,,3.0,,4.0
u5648,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,,5.0,,5.0,4.0,5.0,,,4.0,4.0,,,4.0,4.0,5.0,,4.0,,4.0,4.0,4.0,,,,4.0,,,,,,,,5.0,,,,,5.0,5.0,4.0,,,5.0,4.0,4.0,,5.0,5.0,,,,4.0,,3.0,,,,,,,,,,,4.0,4.0,,4.0,,,,4.0,4.0,,4.0,,,,,,,,,,5.0,4.0,4.0,4.0
u5649,4.0,,4.0,,4.0,4.0,3.0,5.0,3.0,5.0,,,4.0,5.0,5.0,4.0,,4.0,,,,,,5.0,5.0,,4.0,5.0,,5.0,4.0,,3.0,4.0,,,,,5.0,,3.0,4.0,,,,,,,,,,,,,4.0,,4.0,4.0,,,4.0,3.0,4.0,4.0,,,,,4.0,,3.0,,,,,,,,3.0,4.0,,,,,5.0,5.0,,,,,,,4.0,,4.0,4.0,4.0,,,5.0
u565,5.0,,,,3.0,,4.0,,,,3.0,,,,,,3.0,,,,4.0,,,,,,,,,,,,,5.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
u5650,3.0,4.0,3.0,3.0,,,,4.0,4.0,,,3.0,,,,,3.0,,,3.0,5.0,2.0,,,2.0,3.0,5.0,,,4.0,1.0,,2.0,1.0,,,4.0,,,3.0,,,,5.0,4.0,,,4.0,,2.0,3.0,,,,,,,3.0,5.0,2.0,,,3.0,2.0,,,3.0,2.0,4.0,,,,4.0,,3.0,,,,,,5.0,5.0,,5.0,,1.0,4.0,4.0,,,5.0,,,,3.0,,5.0,3.0,4.0,
u5651,,,,,,,,,,5.0,,4.0,,5.0,,,,,,,,,,,,,5.0,,,5.0,,,,,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,
u5652,,,,,,5.0,,,,5.0,,,5.0,,5.0,,,5.0,5.0,,,5.0,,,,,,4.0,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,3.0,,,,,
u5653,4.0,4.0,3.0,,3.0,3.0,,4.0,3.0,,,4.0,5.0,4.0,5.0,5.0,4.0,,,4.0,,,,5.0,5.0,,,5.0,,,4.0,,3.0,3.0,,,,5.0,5.0,,4.0,,,,4.0,,3.0,,,5.0,,2.0,,4.0,,4.0,,,,,5.0,,,,,,,,,4.0,3.0,4.0,,5.0,,4.0,,,,,3.0,4.0,,,,5.0,,,4.0,,,3.0,,,3.0,5.0,,4.0,4.0,
u5654,5.0,3.0,3.0,3.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,,,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,,4.0,5.0,5.0,,,4.0,4.0,,4.0,4.0,4.0,3.0,,3.0,,4.0,4.0,3.0,,,5.0,4.0,4.0,4.0,3.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,,,5.0,4.0,,,4.0,,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,5.0,3.0,4.0,5.0,,,,4.0
u5655,2.0,,,,4.0,4.0,4.0,,,4.0,4.0,,,,5.0,5.0,,5.0,3.0,4.0,,4.0,,4.0,,,,1.0,,,,4.0,3.0,5.0,,,,,,4.0,,3.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,3.0,,4.0,3.0,,,,1.0,3.0,,,2.0,,,,4.0,,,
u5656,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
u5657,5.0,,,,5.0,5.0,4.0,5.0,,5.0,5.0,,5.0,4.0,4.0,,,,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,5.0,,4.0,,4.0,5.0,,,,,,5.0,5.0,,5.0,,,,,,4.0,,,,,4.0,5.0,4.0,,,,,,5.0,4.0,,4.0,,4.0,,,,,,,,5.0,,,4.0,,5.0,4.0,,4.0,,4.0,4.0,,,4.0,,5.0,,4.0,,4.0,4.0,,4.0,,,4.0
u5658,,5.0,,,5.0,,,,,,,4.0,,,,,,,4.0,,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,4.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
u5659,5.0,,,5.0,5.0,,5.0,5.0,,,4.0,4.0,,5.0,,,3.0,,,5.0,,4.0,2.0,,,4.0,,3.0,5.0,4.0,,3.0,5.0,,,,,,,,,4.0,5.0,,,,,4.0,,,,,,5.0,5.0,,,,,5.0,4.0,4.0,,5.0,4.0,5.0,,,,,1.0,,,1.0,,2.0,,,,3.0,3.0,3.0,4.0,4.0,,,5.0,3.0,,,,5.0,,,,,,1.0,,4.0
u566,5.0,3.0,3.0,3.0,,,3.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,,4.0,,4.0,,3.0,3.0,4.0,,,3.0,,,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,,2.0,,3.0,2.0,,,,3.0,2.0,3.0,2.0,,3.0,3.0,,4.0,2.0,3.0,3.0,3.0,3.0,,,,,2.0,,4.0,2.0,3.0,3.0,,,,3.0,,4.0,,4.0,3.0,5.0,2.0,,3.0,5.0,3.0,,,,4.0,,,3.0,2.0,3.0,3.0,,4.0,3.0,3.0,4.0,
u5660,,,5.0,4.0,,,,,3.0,,,,,4.0,,,,,,,4.0,2.0,5.0,,,,,,5.0,,,,,,3.0,5.0,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
u5661,,5.0,5.0,5.0,,3.0,,2.0,3.0,,,5.0,5.0,,,4.0,5.0,,3.0,,,,,,,,,3.0,,5.0,3.0,1.0,,,4.0,4.0,4.0,5.0,4.0,,,,,,5.0,5.0,,3.0,4.0,,,,,4.0,,,,3.0,,,4.0,,,,,,,,,,,,3.0,4.0,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
u5662,,,4.0,,,,,5.0,,3.0,,,,5.0,,,,,,5.0,,,,,,,,2.0,,4.0,,2.0,2.0,,,,,,,,,,4.0,,,,,3.0,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,,,5.0,,,2.0,5.0,,,4.0,,,5.0
u5663,5.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,,5.0,3.0,5.0,3.0,3.0,,4.0,4.0,5.0,4.0,5.0,,4.0,,3.0,,3.0,3.0,,,,,,,,,3.0,4.0,4.0,,,,,3.0,,5.0,5.0,4.0,4.0,,,,,,4.0,4.0,2.0,,,4.0,4.0,,,,3.0,,3.0,,4.0,,4.0,5.0,4.0,5.0,,,,,,4.0,,4.0,,3.0,4.0
u5664,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,5.0,3.0,5.0,4.0,4.0,,,5.0,4.0,,5.0,,4.0,5.0,,,,,4.0,,4.0,4.0,5.0,,5.0,,5.0,5.0,,5.0,4.0,5.0,,,5.0,,5.0,,5.0,,5.0,4.0,,,5.0,4.0,4.0,,5.0,4.0,,5.0,,,4.0,,,4.0,3.0,3.0,5.0,
u5665,5.0,5.0,,,,5.0,,,,5.0,,,4.0,5.0,,4.0,,5.0,5.0,,3.0,,,5.0,5.0,5.0,,3.0,,,5.0,,,,,,,,5.0,,,,,5.0,4.0,5.0,,4.0,,5.0,,,3.0,,,,,5.0,,,4.0,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
u5666,5.0,,,4.0,,4.0,,5.0,,5.0,,,3.0,5.0,5.0,,4.0,,4.0,,,,2.0,,,,,3.0,,,,,,5.0,,,,,5.0,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
u5667,5.0,4.0,4.0,,3.0,4.0,,4.0,,5.0,4.0,4.0,5.0,3.0,,5.0,4.0,,4.0,4.0,4.0,,4.0,,5.0,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,,4.0,5.0,4.0,,4.0,,,,4.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,,4.0,4.0,4.0,,4.0,,,4.0,,,,3.0,,4.0,,4.0,4.0,,5.0,,,,,4.0,,,5.0,,5.0,4.0,4.0,3.0,,4.0,,,4.0,3.0,4.0,,4.0,4.0,,,,3.0,4.0,4.0
u5668,,5.0,5.0,5.0,,,4.0,,,,4.0,5.0,,,5.0,,5.0,,,3.0,,,,4.0,,,4.0,3.0,5.0,,,4.0,5.0,,3.0,,1.0,3.0,,,5.0,,,,,,,,3.0,,,5.0,,2.0,5.0,5.0,5.0,,4.0,3.0,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,5.0,
u5669,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,4.0,,,,,,
u567,,5.0,5.0,4.0,,,,,,,5.0,5.0,,,5.0,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,5.0
u5670,5.0,5.0,5.0,5.0,5.0,,,5.0,,5.0,4.0,5.0,,5.0,,,,,,,,4.0,,,5.0,,,,,,5.0,,,5.0,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,
u5671,,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,,5.0,,,,,5.0,5.0,,5.0,5.0,,,5.0,,5.0,,3.0,4.0,,,,5.0,,,5.0,,5.0,,3.0,,,,,5.0,,,,,,,5.0,,,,4.0,4.0,,,5.0,5.0,,5.0,,,,,,5.0,5.0,,,,5.0,,5.0,,,,,4.0,5.0,,,,4.0,,,,,,,5.0,,5.0,5.0,,,,
u5672,,,,4.0,,,,,,,,,,5.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5673,,,3.0,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,5.0,,,,,,,,,4.0,,,,,,,,4.0,4.0,,3.0,,,,,,,,,,4.0,,,,,5.0,,,,,4.0,,4.0,,,,,,,
u5674,,,4.0,2.0,4.0,4.0,,3.0,,,4.0,,5.0,,,5.0,,5.0,,,,,,4.0,,,,4.0,,5.0,,2.0,3.0,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,
u5675,,5.0,5.0,5.0,3.0,5.0,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,3.0,4.0,,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,,5.0,,4.0,5.0,,,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,,4.0,5.0,5.0,4.0,,,,4.0,5.0,3.0,,4.0,4.0,5.0,,4.0,,5.0,,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0
u5676,5.0,5.0,5.0,4.0,,,,,,,,5.0,,,,4.0,4.0,5.0,,4.0,,3.0,5.0,,,3.0,,,,5.0,,,,,,,,5.0,,,,,,5.0,,,,,,4.0,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,4.0,,1.0,3.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,5.0,,,,,,
u5677,4.0,3.0,3.0,3.0,3.0,5.0,,3.0,3.0,5.0,3.0,4.0,3.0,4.0,,5.0,,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,,,,,4.0,,,,3.0,4.0,,3.0,5.0,,,4.0,4.0,4.0,,,,,5.0,4.0,,4.0,3.0,4.0,4.0,,,4.0,4.0,3.0,,4.0,,,,,,3.0,2.0,,,4.0,4.0,5.0,3.0,2.0,4.0,3.0,,2.0,,,,4.0,,,,1.0,4.0,,,,3.0,,,2.0,,4.0
u5678,5.0,1.0,1.0,,,5.0,5.0,5.0,,,2.0,3.0,,4.0,,4.0,,,,,5.0,,,,4.0,,,3.0,4.0,5.0,5.0,4.0,,,5.0,5.0,3.0,3.0,,,,,,,,5.0,4.0,,2.0,,4.0,4.0,,5.0,3.0,,4.0,4.0,,,,,,,,4.0,,,,,4.0,,4.0,,,,,,,,,,,,,4.0,5.0,,,,5.0,,,,,,,,4.0,
u5679,,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,,5.0,5.0,,5.0,,,,,5.0,,,5.0,,,,5.0,,5.0,5.0,5.0,,5.0,,,,,,,5.0,3.0,,,,4.0,,,5.0,,5.0,,5.0,3.0,,5.0,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,5.0,3.0,,5.0,,,,5.0,,,,5.0,,3.0,,,,5.0,5.0,5.0
u568,,,,,4.0,5.0,,5.0,,5.0,,,,,5.0,,,5.0,5.0,,,,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0
u5680,,,3.0,3.0,,4.0,,,,,,,,,5.0,,,5.0,4.0,,,,,,,3.0,,,,,,,,,3.0,3.0,3.0,,,,,1.0,,5.0,,5.0,,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
u5681,3.0,,,,,,,,,,,,5.0,5.0,3.0,,,,2.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
u5682,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,,3.0,3.0,4.0,,1.0,5.0,,5.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,,,,5.0,5.0,5.0,4.0,,5.0,4.0,,5.0,4.0,,5.0,,5.0,,5.0,5.0,5.0,4.0,4.0,,,4.0,5.0,5.0,,3.0,4.0,4.0,5.0,,3.0,4.0,4.0,4.0,5.0,3.0,,,4.0
u5683,5.0,,,,3.0,5.0,,,4.0,,5.0,3.0,3.0,4.0,5.0,5.0,4.0,,3.0,3.0,,4.0,,5.0,,5.0,,,,,,,4.0,5.0,,,,,,,,5.0,,,,,,,,,,,,3.0,5.0,,,,,,,5.0,5.0,4.0,,,,,,,,,,5.0,,,2.0,3.0,,4.0,,3.0,,3.0,,,,3.0,,5.0,,3.0,,,,,,,,5.0
u5684,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,,5.0,2.0,5.0,,5.0,4.0,,3.0,5.0,,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,,3.0,4.0,5.0,4.0,5.0,1.0,,,5.0,,4.0,,5.0,5.0,,5.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,,,4.0,3.0,4.0,,,3.0,3.0,5.0,,,,3.0,5.0,5.0,,4.0,,5.0,5.0,3.0,2.0,3.0,,,,2.0,,,,,3.0,5.0,,5.0,2.0,4.0,5.0,2.0
u5685,5.0,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,3.0,,,,,,4.0,,4.0,,,,,,,,,,,,,,,
u5686,,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,,5.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,,,4.0,1.0,,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,,4.0,3.0,1.0,3.0,,,,4.0,1.0,2.0,3.0,3.0,4.0,2.0,,1.0,4.0,,2.0,3.0,3.0,2.0,,,2.0,2.0,3.0,4.0,,3.0,2.0,1.0,,,3.0,1.0,,4.0,1.0,,,1.0,3.0,3.0,,3.0,,,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,,2.0,,2.0,2.0,1.0
u5687,,5.0,5.0,5.0,3.0,,,,,4.0,3.0,4.0,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,4.0,4.0,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,3.0,,,,,,4.0,,,,,,,,,,,,,,3.0,,5.0
u5688,,3.0,3.0,,,,,5.0,3.0,,3.0,3.0,5.0,3.0,4.0,2.0,4.0,,,,,,,5.0,,,2.0,5.0,,4.0,4.0,,3.0,,4.0,,1.0,,,,,,,,4.0,5.0,,,,,5.0,,,,2.0,3.0,,,,,,,,,,3.0,,2.0,3.0,,3.0,5.0,,,,5.0,,3.0,,,,3.0,1.0,,,,,,,,,,1.0,,,2.0,,,,3.0
u5689,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,,5.0,5.0,,3.0,2.0,5.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,3.0,5.0,5.0,5.0,,5.0,3.0,,4.0,,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,,5.0,3.0,4.0,5.0,5.0,,3.0,,3.0,3.0,5.0,5.0,3.0,3.0,5.0,,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0
u569,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,1.0,,,,,,,,
u5690,,,5.0,,,,,,,5.0,,,5.0,,,,,,,,,,,5.0,5.0,4.0,,,,,,,3.0,,,,,5.0,,,,,,5.0,2.0,5.0,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
u5691,,5.0,5.0,5.0,,4.0,,,4.0,,4.0,5.0,,,,,5.0,,,4.0,3.0,4.0,,,,,4.0,,,,,4.0,,,,,,,,,3.0,,,,,,5.0,5.0,,,,,,,,5.0,5.0,5.0,5.0,,,,5.0,5.0,,,,3.0,,4.0,,,,5.0,,3.0,,,,,5.0,,,,4.0,,,,,,,,,,,,5.0,4.0,,5.0
u5692,,,,,,5.0,,5.0,,3.0,,4.0,,5.0,5.0,,5.0,5.0,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,4.0,,,4.0,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,
u5693,,,,,,,,,,3.0,,,,,,,,3.0,3.0,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,2.0,,,,,,,,,,,,
